PSNR (256)_YYUV
C:\HIEN\video_goc.mp4
C:\HIEN\video_thu.mp4
AVG: 21.86381149
22.80242920
23.81525421
24.74214935
24.86456680
24.43519211
25.24516106
27.00751877
25.07825661
25.90256500
26.72740746
25.71248055
25.22766304
25.16020584
25.25222969
22.10585594
26.71436119
28.07779312
30.93537903
30.55283356
33.47503281
37.06510544
41.91815948
35.84892273
30.88369751
30.12494850
33.37046051
34.95389175
30.00880814
22.67061043
24.69846535
29.70026016
30.25711441
23.14383698
25.97656250
31.37895584
28.58437347
27.72791862
28.64179802
28.94502449
29.03634071
29.28851891
30.19351768
30.50270271
30.33794212
29.45258331
29.40789413
29.48417473
29.50620461
28.93856239
32.85702133
37.40594864
30.73865509
27.22080231
28.88920212
29.17923927
29.46275520
30.51868820
30.78269005
30.13655472
32.80162048
29.91222000
30.37943077
30.50789833
29.81927490
29.59435654
29.97895813
31.29073334
31.30978584
32.54729462
31.15733910
31.28339386
29.72406006
28.76811981
28.90994072
29.53036118
29.95092392
29.73436737
27.36746216
24.19913483
23.26811600
27.51670074
28.47845459
27.65412140
27.27199936
27.52354622
29.69969749
29.95935059
29.23253059
28.79515457
28.34548759
28.48788261
28.12740517
28.37835312
28.44331551
28.20591164
26.65917206
25.28376579
25.39190102
25.75345230
26.90548134
28.76994133
30.48960114
29.93872452
28.40195084
29.05269241
29.72271729
26.14296150
25.11383820
26.43399048
26.79801941
28.85506058
29.27172852
28.64037704
26.11931992
23.26231384
23.09070206
26.38236237
32.94692230
30.02620506
28.74046326
30.19411469
31.45579529
30.63278198
29.06536865
26.12763214
25.15450478
24.00917244
24.37351227
22.79125214
22.18964386
21.85934067
22.62146759
23.07979965
22.63006592
24.50095367
27.74041176
30.33696747
30.77189636
30.93869209
28.62291718
25.53909111
22.89174652
23.73147011
24.82460785
17.11189842
15.88082218
17.23084450
15.88156319
15.92630959
16.88246536
17.76188278
18.10561371
20.36963272
18.84641838
20.64280319
19.13767242
18.76033974
18.90807152
19.02136040
19.23553085
18.98643684
20.70872307
19.18279839
19.32416153
19.37415886
19.33878326
20.96826744
23.03016472
18.61138535
19.08085632
21.23420334
21.08897018
22.26970482
21.24383736
21.24847603
21.10729218
20.86289215
20.71353722
23.91966248
21.66992188
23.58036041
23.68958282
24.76578903
20.60095787
19.44576454
19.78247833
20.04662704
18.79018021
17.26461029
15.89624977
17.14395523
17.33930206
18.66034317
17.30868912
19.53731346
19.63594246
19.73069763
19.77733803
19.03581429
19.80352592
19.18806076
19.93405724
18.34568405
18.11871910
18.87038422
19.65165710
19.70509338
19.72175980
19.68735504
19.50921059
19.30756378
19.30268478
18.86916351
18.38725662
18.20581627
20.50134850
19.37687683
19.47026253
19.51249886
19.56585312
20.03884315
19.80556107
20.32106209
20.46932030
20.64468575
21.62395096
20.57721329
18.99648857
19.32392311
18.71887398
18.69965363
18.57074928
18.32695198
18.21475792
18.26420784
17.73764038
17.90212059
18.55372047
20.03070641
19.71787071
18.70422554
18.70908165
18.76542282
18.54004288
18.45001793
18.60098648
19.31465530
18.82803154
18.93671227
18.95728683
18.65948105
20.00844193
19.86309242
17.52796364
16.89600754
20.15585136
20.39111900
19.46868515
22.99959183
22.35849380
